Tweet,Target,Stance
#NewYork Come join #TeamBiden and Ithaca Mayor @SvanteMyrick for our virtual community event this Saturday at 4 PM Eastern as we discuss different ways New Yorkers can get involved in the campaign. RSVP at this link: #JoeForNY,Joe Biden,FAVOR
"Attention everyone! I got a proposition for you. These are the following PAW Patrol characters. As you can see, they are dressed up as Steve and Joe from Blue's Clues! Which one of them do you admire more? #teamSteve",Joe Biden,FAVOR
"@JoeBiden is the leader for the time we've found ourselves in. A restorer of norms. Empathetic, genuine and a patriot.",Joe Biden,FAVOR
"I cant think of anything more important to do this morning than knock on doors for @JoeBiden here in the #fitn state! Join #Biden to restore, rebuild, and unite our country!",Joe Biden,FAVOR
"don't want to rush time, but please hurry up Jan 2021, we need Joe now... @JoeBiden",Joe Biden,FAVOR
"Hi. My name is Val. I'm a #recoveringrepublican. When I call voters for #JoeBiden I hear angst, urgency. They don't just want Joe for President. They want a leader who's competent, decent &amp; serious. Joe believes America can come back better. I do too. #VoteBlue2020",Joe Biden,FAVOR
Just me & my dogs Had so much fun at Burgers with Biden this evening in Dover!! RSVP below for more fun #Biden events this week: #fitn,Joe Biden,FAVOR
"Happy Saturday fellow resister friends, please give these 2 awesome #Biden members a follow, they have reached out for a boost. @TheRealAndrew_ @namelessism Thank you and onward to victory!",Joe Biden,FAVOR
Bringing in all the heavy hitters. Remember @K_JeanPierre from the Obama 2012 campaign at HQ! Leggo #JoeBiden,Joe Biden,FAVOR
"I hope people who are on the fence about Joe will consider his history, his record, the lessons hes learned the hard way, the loss hes experienced and how he didnt give up. That is Joe Biden. He will be our 46th President and help us find our way again. #Fresh",Joe Biden,FAVOR
"#WednesdayThoughts Joe Biden will be the last one to acknowledge it but his presidential campaign is slippin' into darkness. BTW, War's song was a hit in , the same year Biden was first elected to the U.S. Senate. #ByeJoe",Joe Biden,AGAINST
"5/26 Tue 7:30p EDT Virginia #Biden AAPI Mtg w #KhizrKhan Im attending Joe Biden for Presidents event, Virginia Virtual AAPI Heritage Month celebration with Khizr Khan sign up now to join me! #DemCast #GoJoe2020 #DemCastBiden",Joe Biden,FAVOR
"@Jbastianich is back!!!!! @GordonRamsay obviously is one of the best chefs in the world, and I adore him as a mentor, but I've ALWAYS loved Joe and love his spirit and ambition. If I ever get the balls to do @MASTERCHEFonFOX I would be #MasterChef",Joe Biden,NONE
Apoyo con entusiasmo a Joe Biden para Presidente. El siempre ha tenido el bienestar de nuestras familias en la mira. Excited to endorse Biden because he'll keep looking out for everyday families 24/7 and restore dignity to the White House.,Joe Biden,FAVOR
Keeping voters informed on all the great thing Joe will do for our country! #FITN,Joe Biden,FAVOR
.@mandyjab03 lays out a number of reasons why @JoeSchiavoni is Ohio's Education gubernatorial candidate. #OHGov,Joe Biden,NONE
"I'm on #Biden because he has a plan to protect and build on the Affordable Care Act by giving Americans more choice, reducing health care costs, and making our health care system less complex to navigate. #WhyImVotingForJoe",Joe Biden,FAVOR
Listening to @JoeBiden speaking from the heart about faith. We really need you in our White House. #HappyEaster,Joe Biden,FAVOR
Finished @YouNetflix - best TV show I have watched in a long time. Roll on season 2 #Biden #YouNetflix @PennBadgley,Joe Biden,NONE
"ALWAYS contribute to @JoeBiden, its a rush of love right into your wallet #IBelieveBiden #IBelieveJoe",Joe Biden,FAVOR
Love talking to Granite State voters with fall backdrops like this hit the doors with #JoeBiden during Knock-tober to remind your neighbors to vote for @JoeBiden on February 11! #nhpolitics,Joe Biden,FAVOR
Great day today @TeamJoe! Proud and excited to work with you to make @JoeBiden our next President!,Joe Biden,FAVOR
#DemcastFl and we are going to make sure that Florida goes blue in a big way! #JoeBiden,Joe Biden,FAVOR
Packed house at our Dover Strategy Session tonight Congressman @ConorLambPA delivered a powerful reminder that @JoeBiden is the only candidate who can win in critical swing states like his #NHpolitics #FITN,Joe Biden,FAVOR
Great to have you on #JoeBiden Congresswoman @dinatitus! You talked to your constituents and the results speaks for itself. #NV #Nevada,Joe Biden,FAVOR
"Anyone can run for Ohio governor (and most people are). But ask yourself: which #OHgov candidate has real, workable plans? There's still only one answer. #Biden",Joe Biden,FAVOR
No Malarkey.Humbled by the texts and posts about joining #JoeBiden Grateful for the endless opportunities this country has given my family.Wish my Dad was still with us.Not sure about the specific dreams he had for us as he drove his cab around NYC but I hope he's proud tonight.,Joe Biden,FAVOR
Hahah I totally forgot about Corn Pop! I can't wait for the presidential debate and it comes up. Or kids rubbing the hair on #SleepyJoeBiden @JoeBiden 's leg hair. Damn what a nasty mofo.,Joe Biden,AGAINST
#Biden and therein is the problem. These career Democrats don't think they work for us. #TermLimits and say no to,Joe Biden,AGAINST
"Congratulations again to @JoeBiden #joechina #Biden #IvotedforHillaryClinton for his new grand child, born from a stripper and a crackhead son, who, with no experience at all, landed a job in Ukraine and $1.5 B contract in China. Strippers, crack, corruption, BIDEN!",Joe Biden,AGAINST
Soooo freaking aggravated andt beyond pissed off right now... So a friend of mine posted this on Facebook earlier. Apparently the Demoncrats are getting desperate...this truly is Disgusting and Pathetic!!! #DemocratsHateAmerica #VoterID #VoteRed2020 #JoeBiden,Joe Biden,AGAINST
That's not all they should grapple with - to say nothing of the fact he can't put 2 sentences together #CornPop #Biden,Joe Biden,AGAINST
This would be funny if it werent really sad. Tho its still a little funny BC its #JoeBiden,Joe Biden,AGAINST
"Let's face it, people! #JoeBiden got his name because he has earned it, proper! #JoeBiden, RETIRE!! Yer just not cut out for the job of #President! &amp; yer whole shtick is decrepit &amp; broken down, for the #DemocraticParty! Quit, while yer ahead!",Joe Biden,AGAINST
#Biden skips Democrats in Iowa for Graduation of the Grand Daughter who is the least fond of him Maisy was grimacing at the thought of a hug and kiss in Philadelphia,Joe Biden,AGAINST
@JoeBiden Aint Called #JoeBiden 4 Nothing! Shame These Old Buzzards Only Get Busted When Theyre A Hundred !!! Even If He Was Caught Younger... #TraitorJoe Wouldnt Hang Around Long Anyway! SO BOLD HE DOES IT ON CAMERA !!!,Joe Biden,AGAINST
I'm pretty sure this is a bigger turnout than a #Biden and #HeelsUpHarris rally combined,Joe Biden,AGAINST
No but liberals definitely allowed #pedojoebiden #Biden Into the White House.. The videos of him handling children appears to be more offensive than any BASELESS ACCUSATION against a conservative. Still on about Moore? Hes suing for defamation FYI.,Joe Biden,AGAINST
Im glad this is starting to get hammered. This predator should have never even been allowed to run. This stuff has been out there for decades. Time to #WakeUp America. #JoeBiden,Joe Biden,AGAINST
"There youve it folks, #Biden is at it again! He wants some paedo action Sicko POS!",Joe Biden,AGAINST
Wont that mask get in the way of smelling the hair of little girls! #JoeBiden,Joe Biden,AGAINST
"Pandering to the black vote wont get it, hes old with baggage and she been passed around like a prison toy too much for respect. Maybe Willie Brown can give #JoeBiden some pointers on what she likes.",Joe Biden,AGAINST
There is just something wrong with that guy. Wondering if the creep was ever on Epsteins plane. Very disturbing. #Biden,Joe Biden,AGAINST
And now they want to stuff the ballots for a racist stocker #JoeBiden,Joe Biden,AGAINST
"Of course she says that, shes a Dementiacrat which obviously means shes a liar! #BidenIsARacist #PedoJoe #Biden",Joe Biden,AGAINST
"If true...cringy. since we are all human, our errors/cringyness cant be fatal in our character if you change or improve. Unfortunately, #JoeBiden hasnt. @potus has. Keep trying",Joe Biden,AGAINST
while millionaires biden & hillary are hiding in their mansions from their 30 plus corrupt money making career in politics while being changed by their nannies of their diapers #joehasdementia,Joe Biden,FAVOR
"They'll figure out a way to have him debate via video, with a time delay, allowing someone to proxy in the responses. That way #JoeBiden can just read the responses off a teleprompter",Joe Biden,AGAINST
I have a few choice words to the mums who stand by watching with a giggly smile on their faces #JoeBiden,Joe Biden,AGAINST
"Well we know why the Republicans don't have a womyn nominy, sitting President, Why didn't the #Democrat party nominate a womyn? Hmmmmm #DementiaJoe #Biden",Joe Biden,AGAINST
Didnt the @washingtonpost article claim #StaceyAbrams was a ballerina super model walking the runway of adulation nimble and cat like? Sheesh...! #JoeBiden,Joe Biden,AGAINST
If he does consider a run he really needs to Google himself on UTube first. #Biden ....any will work. What a sick treasure trove of perversion.,Joe Biden,AGAINST
"He could fill the whole front row with all his accusers, plus all the children he has sniffed/ fondled #JoeBiden",Joe Biden,AGAINST
"How bad must he really be when he cant even keep it under wraps in a big group setting, with cameras....knowing everyone is talking about this behavior! #HandsyGrabbyUncleJoe #Biden",Joe Biden,AGAINST
Joe Biden has no idea how to govern. Only to lie cheat and steal. And to swim naked in front of female secret service. Pervert!,Joe Biden,AGAINST
"Unless youre creepy as fuck, you dont swim naked in front of female secret service agents!! Laying naked on raft with computer The @nytimes found no pattern of misconduct?? This is disturbing! @JoeBiden",Joe Biden,AGAINST
If someone were to bitch slap Joe Biden for proclaiming that video games train us to kill... I'd be okay with that. Videos games are not the problem you old fuck. Your gen created them and has gone to war more than any other generation. Shut up. #videogames,Joe Biden,AGAINST
"HUNTER BIDEN INTERVIEW In his interview with #fakenews ABC, Hunter Biden said my dad doesn't mess with other people's kids... Oh really Hunter?",Joe Biden,FAVOR
"That is what you call a hypocrite.Just bc u think u know somebody,he couldn't have done it?Let me tell u somethin,I know joe Biden too, and there's a whole website dedicated to showing just how sick he is.He's been fondling little girls for decades.Joebiden info",Joe Biden,AGAINST
"The #DummyRAT morons just cant help themselves! Also why is #Biden getting agitated about Ukraine ! Judging from his reaction on campaign trail today, me thinks hes worried as sh*t that his corrupt behavior over Ukraine will emerge! Btw @POTUS can speak to anyone!",Joe Biden,AGAINST
At least it wasn't a lingering feel up & at least Suzuki is a grown man vs. #JoeBiden groping little girls,Joe Biden,AGAINST
Liberalism is an illness. Find a Cure Creepy Joe. It's more widespread than cancer.,Joe Biden,AGAINST
You may have seen this... Bidens hand right by her breast and thumb moving to cares it. Its very obvious and disgusting,Joe Biden,AGAINST
This is exactly what I said to my husband yesterday! It appears he's trying to lose!!! #Biden,Joe Biden,AGAINST
@JoeBiden Does not care about consent or personal space. He will touch you whenever he wants however he wants. #Predator #Aggressor,Joe Biden,FAVOR
Watch -- this guy is phenomenal. #Biden #VoteJoe #JoeBiden,Joe Biden,FAVOR
"#MangoMussolini is lost and and has no good response in word nor deed. #JoeBiden will provide answers, truthful and TIMELY ones, and hell take action when needed.",Joe Biden,FAVOR
Id die if I met @JoeBiden. Im sorry Joe lets avoid this so I can proudly stand in line and vote for you. #JoeBiden #Election2020,Joe Biden,FAVOR
Was it supposed to be an insult? Are they supposed to be offended? Did he take his medication? Can he tell us who the president is? Or possibly what century hes in? All seriousness aside can you imagine the confusion on that persons face ?! #Biden,Joe Biden,AGAINST
Can we run the clip of Biden threatening Ukraine? Seems like a better representation of QUID PRO QUO #hypocrisy,Joe Biden,AGAINST
#Biden can not command respect in this little room much less our nation.,Joe Biden,AGAINST
"Not meant to demean you or raise him up, meant to showcase the #JoeBiden Keep an eye on the polls as more of Joe Bidens pay to play schemes are exposed. And if you calling me a nationalist means a patriotic American, then guilty as charged.",Joe Biden,AGAINST
HA! Can we ask this to be an exhibit for evidence? Ask where your money went during the crash &amp; the baliouts!! #Biden #DrainTheSwamp 2020 Year of the #Boomerang,Joe Biden,AGAINST
"Just wondering if Biden's campaign manager,Kate Bedingfield @KBeds, would allow good ol' Joe to be alone in a room with her young children. #CreepyQuidProJoe",Joe Biden,AGAINST
#Biden Pay to Play w #Ukraine &amp; #China just for starters. This wont get going till the General The Dem Candidates &amp; their Debate Moderators wont bring it up! Watch! @peterschweizer,Joe Biden,AGAINST
This is Joe Biden. He will befriend anyone. Obama chose him to please the white working class democrats. #statusquoJoe,Joe Biden,AGAINST
"How is it that someone can get a Duty Officer Commission in the Navy w/ no prior Svc & not even go to boot camp? Sounds like a sweet deal... but still, Hunter Biden only lasted a month!",Joe Biden,AGAINST
"Not releasing taxes is NOT corruption. Not releasing AMERICAN aid to a country because they are investigating your sons company IS corruption. You are not fit to serve, for more than one reason. #JoeBiden",Joe Biden,AGAINST
Isnt this the guy slated for #JoeBiden administration? You guys side with these heartless suits more than 99% of them country.,Joe Biden,AGAINST
"#DemTakeover is the way my dudes. #DemExit is electoral suicide. Sure, be Never Biden and anti-establishment like I am, but we have to work to takeover the Democratic Party. You can Green-enter too. But we cant fully divorce the Dems. @NomikiKonst!",Joe Biden,AGAINST
"@ewarren is a human-shaped pile of living fecal matter, and somehow had (and has) people fooled into thinking she's a progressive politician. Warren is not our friend, she is the enemy. #NeverWarren #Biden",Joe Biden,AGAINST
If any of you believe biden or any other dnc crony will do anything to further progressive agenda Congratulations You have been successfully brainwashed.,Joe Biden,AGAINST
"I worked my a off for Obama in 2008, especially in defeating despicable War Pig Hillary, watching him sellout humanity from day one awakened me. The Democrats are the far greater evil, they exist to stifle the left and progress. #JoeBiden",Joe Biden,AGAINST
"#Biden #DemExit Show them who the boss really is - the people. No votes, no democrats - simple.",Joe Biden,AGAINST
"Even if you think the DNC didnt rig the primary, after the 2016 email leak, it's not a good look and gives us no reason to consider Joe. #VoteGreen",Joe Biden,AGAINST
"We just did. Get over it. Obama has been the greatest barrier to progressive change in my lifetime, and thanks to him, inhumane policies will be perpetuated by both Parties without opposition. #ThanksObama #VoteGreen2020 #JoeBiden",Joe Biden,AGAINST
"@JoeBiden is like an animal, dont use words with more than one syllable. #Biden wont comprehend",Joe Biden,AGAINST
Delays? You run the country & see how easy it is. Better question..Do you think if #Biden was @POTUS it would get done any faster or at all? I'll answer that for you: 1. He would not have closed travel from China. 2. We'd have over 20k people infected &amp; a higher death toll.,Joe Biden,AGAINST
We've ALLLLL KNOWN that #JoeBiden has DEMENTIA. That is WHYYYY he CANNOT do Any interviews. Even w/ the MSM that is the Arm of the DNC. Seeing Joe Alwayyyys reminds me of SEEING Mueller........SMH.,Joe Biden,AGAINST
Somehow St Patrick's lesson on the Catholuc faith was lost on #joeBiden there is No faith but the government for,Joe Biden,AGAINST
"#JoeBiden indeed, and this is what you privileged, and/or completely dumbfuck, self-shoulder patting ""Feminist"" assholes who backed #SNLWarren gave us...",Joe Biden,AGAINST
"(1) FYI ~ Chris Wallace is @FoxNews - Sunday morning show. (2) Yes, very strange that its so difficult to get an interview with #JoeBiden He is running for President after all and the campaign has been going on since early last year.",Joe Biden,AGAINST
That's a long tweet...how many times did you fall alseep while typing it? #JoeBiden,Joe Biden,AGAINST
Is that how you explain #Biden and his absence from the spotlight? Keep throwing out memes with pictures of him from before he lost his mind and faculties? The problem for Joe is that perception and reality are the same for anyone who pays even a little attention.,Joe Biden,AGAINST
"More evidence that as soon as #Biden remembers what day it is, he'll be naming the Benghazi Bitch as his Vice. Hope she likes that losing feeling...",Joe Biden,AGAINST
"What happened to #JoeBiden ?? Sharp as a tack in 2018, whether you agree with him or not. This video shows him speaking clearly and answering questions without difficulty. Fast forward to 2020... What a mess!!!",Joe Biden,AGAINST
"Guess @joebiden and @jillbiden think crack is good, impregnating strippers and then lying about it is good, trying to get out of paying paternity is good.... No wonder they raised such a shameful son.",Joe Biden,AGAINST
Lucky for him #Biden was reading from a script this time. Once he gets off script its all over !!,Joe Biden,AGAINST
"LOL, Democrats have sold out to China and America is paying for it. More than enough reason to not vote for #PelosiMentiaJoe #JoeTheSniffer #JoeBiden",Joe Biden,AGAINST
"How many times did you need to be reminded of this before you typed it? Ah, never mind someone wrote it for it and you jus repressed send...bet you are still wondering where the message went and why you hit send. #BumblingJoe #UghUghUghUghJoe #JoeBiden",Joe Biden,AGAINST
"So be it... RT: So now we can legitimately add ""#AngryJoe"" to #GropeyJoe, #SloppyJoe &amp; #JoeBiden as appropriate monikers for the dementia addled #JoeBiden?",Joe Biden,AGAINST
"New #TwilightZone show: Picture this if you will....Joe Biden miraculously ends up getting elected president with #CrookedHillary Hillary as his #VP however #JoeBiden is deemed mentally unfit to be president and #EvilHillary steps in, to take control of the world... Ha Ha Ha",Joe Biden,FAVOR
Thats a pretty extreme statement! Got anything to back it up with Joe? #JoeBidenHasDementia,Joe Biden,AGAINST
The Democrat state run media is so corrupt they cant report the truth about #Biden and his accuser who has some proof other than a phone call from Mother to Larry King show!I guess the cover up is more important than reporting the truth!,Joe Biden,AGAINST
"If you havent done anything wrong, WHY wouldnt you cooperate and let them investigate your #Biden",Joe Biden,AGAINST
"Pray for Guiliani's protection , deep state is pissed off and desperate. He has goods on Ukraine corruption! #Obamatransparencycoming #Biden",Joe Biden,AGAINST
The #Biden is only interested in lining their own pockets with stolen money! They will rob us blind!,Joe Biden,AGAINST
"FACT CHECK: Joe Biden Claims Hes Not for Gun Confiscation calls Auto wo... via @JoeBiden You can go ahead and take all of the AR14s you can find. Youre old, corrupt, and we dont want anything to do with you or Beto. #Ukraine #Corrupt",Joe Biden,AGAINST
#CREEPY!! I wonder what #Biden does when the cameras aren't around!? Can you imagine? Eeewwww!! MAKES MY SKIN CRAWL!,Joe Biden,AGAINST
"@JoeBiden to @LindseyGrahamSC: you know me, Im a corrupt SOB but cmon man...Im gonna have to erase you now. Thats one sad looney",Joe Biden,AGAINST
The sworn statement from the Ukrainian prosecutor re:Biden. It isnt flattering. #Biden Shokin Statement,Joe Biden,AGAINST
"The problem, Louise, is we all see the evidence of Biden's flailing, verbal mistakes, and hostile reactions. Everybody. Everyday. The media shouting that it doesn't exist or your defense do not make a difference. We see it. And we know he is unfit. And corrupt.",Joe Biden,AGAINST
Wow what Corruption! #JoeBiden #ShiftySchiffIsALiar #SopTheImpeachmentHoax Now I see why The Obama Administration only sent blankets to they were making money for themselves! Damn the Ukrainians they said! We only have 2yrs left. Corruption,Joe Biden,AGAINST
This is why it was so important to keep Biden as a front runner. #DrainTheDeepStateSwamp,Joe Biden,AGAINST
@JoeBiden is so busted.. Such a disgraceful and corrupt human has no place in governing our country. #BidenUkraine,Joe Biden,AGAINST
So Creepy Joe moniker has new meaning now that we know he was spying on General Flynn. #SubpoenaObama,Joe Biden,AGAINST
This. So #JoeBiden momentum hes riding on by two weeks can be BS as well. I hope it is.,Joe Biden,AGAINST
Someone watch this video and tell me you still want to vote Biden. #LoseWithBiden,Joe Biden,AGAINST
#DeepFakes R Us Cloned. Who knows what is truth and what is a mirage rn #Hillary #Hollywood #Biden,Joe Biden,AGAINST
Biden can limit my ammo when I can limit the tax dollars of mine he already spent..p.s. #Biden can go play hide &amp; go fk himself I dont take orders from childmoIestors,Joe Biden,AGAINST
Im still waiting for #Biden to address the Rape allegations! Your parties unity seems to consist of looking the other way... Believe all women or #MeTooUnlessItsBiden,Joe Biden,AGAINST
"Creepy Uncle Joe Strikes Again: Anyone Under 15, You Get Something Special Today. #JoeBiden #JoeBidenGaffs",Joe Biden,AGAINST
#JoeBiden #Biden Tells 10-Year-Old Girl: I'll Bet You're As Bright As You Are Good Looking | Zero Hedge,Joe Biden,AGAINST
This is the most hilarious post Ive seen all day! What a joke. #Biden,Joe Biden,AGAINST
"Because #JoeBidenIsJoeBiden. He is an elder for the Democratic Party. During Obamas 2012 Presidential campaign, Joe Biden couldnt mask his #Biden side. #JoeBiden is luck to get away with it when he violates a womans space. His legacy aint clean.",Joe Biden,AGAINST
Does anyone else feel sick watching/listening to these fools? The only thing that would make it even worse is for Hunter to be standing there too. #LoserBidens #JoeBiden,Joe Biden,AGAINST
"""TRANSITION TO BIDEN"" actually means that #JoeBiden is being wheeled from his basement back to his dormer to watch the world float by. He may not recognize any of the people around him, but they are really nice. They talk about somebody named Hillary all the time.",Joe Biden,AGAINST
"We AFNC Trust Biden, Stand with Biden, because our leader is here! Change is here! Let your voice be heard! #Politics #karosesurvivor #JoeBiden #GWM",Joe Biden,FAVOR
"@AnitaMalik @ChristinePMarsh @KelliButlerAZ @aaron4az Im attending Joe Biden for Presidents event, Climate Change Roundtable with Arizona Leaders sign up now to join me!",Joe Biden,FAVOR
I just donated! Helping with & participating in grassroots efforts like this are how we win! #Biden,Joe Biden,FAVOR
"In Nevada, 271 bridges that need repair and 27 are structurally deficient - we can do better. Luckily @JoeBiden plans to devote $50 Billion to start infrastructure repairs IMMEDIATELY. Why? Because Joe works for Nevada.",Joe Biden,FAVOR
#Biden JoeBiden: Its official were on the ballot in New Hampshire. Join us: .,Joe Biden,FAVOR
"#Biden JoeBiden: I know times are tough but were going to get through this. Weve got four big primaries coming up on Tuesday, and our campaign could really use your help. Chip in what you can I really appreciate it:",Joe Biden,FAVOR
"Remember 2016. Its not over til its over. Otherwise we fall once again into complacency, apathy and ultimately autocratic rule. #Biden",Joe Biden,FAVOR
#JoeBiden JoeBiden: Here's the truth about Joe Biden's vote: He wasn't opposed to the child care tax credit itself. He was opposed to this specific tax credit being made available to affluent people.,Joe Biden,FAVOR
Does anyone else think it's awful that #Biden mocked a kid with a stammer on national TV for no reason whatsoever? #DemocraticDebate,Joe Biden,AGAINST
"#Biden campaign manager Greg Schultz said Philadelphia is a thriving city."" Philly is poorest big city in the country with a poverty rate of 26%. @NCRC reports it has the 4th highest rate of #gentrification and cultural #displacement. #TeamBiden #BrokeInPhilly",Joe Biden,FAVOR
#JoeBiden JoeBiden: Grief is a heavy burden to bear and it's even harder with the eyes of the world watching. I know. But that burden is now a purpose to change the world for the better in the name of George Floyd. That's the message I shared with hi,Joe Biden,FAVOR
"#JoeBiden JoeBiden: There used to be a basic bargain in Americawhen your company did well, you shared in the prosperity. We must restore that bargain &amp; stand up to corporate profiteering. I support Teamsters25 as they strike against RepublicService for a living wage, health",Joe Biden,FAVOR
#JoeBiden JoeBiden: Its clear we are in a battle for the soul of this nation. Its time to pick our heads up and show the world who we are. We are the United States of America there is nothing beyond our capacity.,Joe Biden,FAVOR
VP @JoeBiden now leading all candidates in Iowa according to just released poll. #JoeBiden #Campaign2020 #DeepSouthPolitics,Joe Biden,FAVOR
Let's not 4get @BetsyDeVosED is a billionare. Fuck u all u rich bitches. Go buy some fucking cereal w ur id &amp; stfu #FridayThoughts #rt #Repost #FridayMotivation. #viral #WhitePrivilege #USA #AmericansForImpeachment #RewriteTheRules #Liars #WhateverItTakes #Biden,Joe Biden,FAVOR
#JoeBiden JoeBiden: No president can take our country to war without the informed consent of the American people. #DemDebate,Joe Biden,FAVOR
"#Biden JoeBiden: Ended my trip to Nevada by participating in a nvdems Local Brews and National Views. Thank you to all who attended, it was a pleasure spending time with you!",Joe Biden,FAVOR
Im a total liberal Translation: Im a rich turd who none of this affects in any material sense. #Biden,Joe Biden,AGAINST
"#JoeBiden JoeBiden: There is no distinction between mental health and physical health its health. On #WorldSuicidePreventionDay, we must recommit to eliminating the stigma around mental health and ensuring everyone has access to the care they need.",Joe Biden,FAVOR
"Im attending Joe Biden for Presidents event, Issues Facing Students during COVID-19 (Parents and Teachers) sign up now to join me!",Joe Biden,FAVOR
@MSNBC @CNN @maddow @AC360 @donlemon @ChrisCuomo To the Dem 2020 candidates &amp; the Media. You may throw the Ageism card at Joe Biden but you can't take away his years of admin &amp; policy experience. #KeepFamiliesTogether #DemDebate2,Joe Biden,FAVOR
You are so completely shallow and utterly vapid. How anyone finds value in the malarkey you constantly spew forth flabbergasts me. Could you take a day to objectively self-reflect on whats happening in the real world? You may find youve missed some important truths. #Biden,Joe Biden,AGAINST
What's the chances of getting Mr. Crimebill to support that? @JoeBiden got something to say about police budgets? No? That's why I'm,Joe Biden,AGAINST
"This is why I am #JoeBiden Biden says he is for helping the black community. Biden ""authored a bill limiting the use of busing."" #BidenLetters below states, ""I want you to know that I appreciate your help...bringing my anti using legislation to a vote.""-Biden",Joe Biden,AGAINST
"You can't unite the country when liberals want to suppress free speech, religious liberty, and 2nd amendment freedoms of Moderates and Conservatives. #JoeBiden",Joe Biden,AGAINST
Ignoring issues absolutely is not ok. That's why we cannot elect a racist rapist with dementia in 2020. #JoeBiden,Joe Biden,AGAINST
I absolutely believe Tara Reade and I wont be voting for Blue Maga. Fuck him and his supporters. #JoeBiden Remember remember 2016s November. This year Ill get plenty drunk and consume many a chicken tender.,Joe Biden,AGAINST
"I'll be damned if I let us have to ""choose"" between two rapists. #TimesUpBiden #Biden",Joe Biden,AGAINST
